0,-22.5
0.00010617,-22.5
0.00063701,-22.5
0.0032912,-22.5
0.016562,-22.504
0.082917,-22.593
0.26173,-23.423
0.48656,-25.646
0.74291,-29.687
1.0257,-35.816
1.3327,-44.127
1.6309,-53.428
1.9221,-63.2
2.2108,-73.055
2.5014,-82.627
2.7985,-91.529
3.0984,-99.127
3.3821,-104.67
3.6556,-108.28
3.9239,-110.04
4.1904,-110
4.458,-108.23
4.729,-104.79
5.0063,-99.773
5.2934,-93.279
5.5955,-85.436
5.922,-76.354
6.247,-67.3
6.5755,-58.745
6.9149,-51.103
7.2439,-45.294
7.5551,-41.52
7.8587,-39.593
8.1603,-39.438
8.4632,-41
8.7704,-44.214
9.0853,-48.99
9.4128,-55.223
9.7626,-62.833
10.116,-70.929
10.459,-78.608
10.801,-85.488
11.126,-90.896
11.429,-94.638
11.721,-96.873
12.008,-97.681
12.293,-97.118
12.58,-95.241
12.873,-92.121
13.174,-87.845
13.49,-82.513
13.83,-76.217
14.184,-69.562
14.539,-63.291
14.903,-57.781
15.248,-53.777
15.573,-51.301
15.89,-50.212
16.204,-50.444
16.521,-51.943
16.842,-54.641
17.174,-58.451
17.522,-63.278
17.902,-69.065
18.276,-74.799
18.646,-80.007
19.01,-84.267
19.343,-87.125
19.66,-88.764
19.971,-89.275
20.279,-88.71
20.59,-87.129
20.907,-84.598
21.236,-81.202
21.585,-77.03
21.97,-72.144
22.354,-67.43
22.743,-63.249
23.12,-60.096
23.47,-58.18
23.807,-57.353
24.141,-57.547
24.477,-58.708
24.818,-60.772
25.171,-63.658
25.545,-67.278
25.956,-71.546
26.358,-75.588
26.759,-79.088
27.136,-81.589
27.486,-83.055
27.824,-83.601
28.158,-83.289
28.495,-82.171
28.838,-80.312
29.194,-77.786
29.573,-74.676
29.992,-71.098
30.408,-67.766
30.831,-64.966
31.222,-63.141
31.59,-62.229
31.949,-62.136
32.307,-62.807
32.669,-64.185
33.044,-66.2
33.439,-68.771
33.876,-71.833
34.311,-74.748
34.746,-77.199
35.15,-78.823
35.526,-79.638
35.891,-79.741
36.253,-79.185
36.621,-78.025
37,-76.326
37.401,-74.164
37.845,-71.607
38.296,-69.158
38.751,-67.133
39.174,-65.863
39.569,-65.314
39.955,-65.401
40.34,-66.072
40.733,-67.27
41.142,-68.926
41.582,-70.965
42.055,-73.17
42.524,-75.073
42.981,-76.422
43.396,-77.084
43.793,-77.167
44.186,-76.73
44.584,-75.824
44.997,-74.51
45.437,-72.86
45.929,-70.965
46.417,-69.304
46.91,-68.081
47.349,-67.508
47.768,-67.461
48.182,-67.881
48.603,-68.717
49.04,-69.907
49.511,-71.381
50.023,-72.972
50.53,-74.292
51.016,-75.133
51.459,-75.448
51.887,-75.322
52.315,-74.808
52.753,-73.955
53.215,-72.826
53.727,-71.489
54.255,-70.242
54.789,-69.324
55.269,-68.91
55.721,-68.916
56.169,-69.282
56.624,-69.961
57.101,-70.895
57.626,-72.018
58.176,-73.1
58.728,-73.893
59.227,-74.246
59.695,-74.227
60.157,-73.892
60.628,-73.29
61.123,-72.474
61.674,-71.508
62.245,-70.628
62.824,-70.032
63.335,-69.837
63.821,-69.959
64.306,-70.345
64.806,-70.95
65.343,-71.715
65.943,-72.542
66.537,-73.164
67.092,-73.458
67.602,-73.445
68.102,-73.184
68.612,-72.719
69.153,-72.102
69.765,-71.391
70.383,-70.821
70.982,-70.525
71.519,-70.518
72.041,-70.734
72.573,-71.133
73.136,-71.663
73.777,-72.268
74.42,-72.731
75.031,-72.939
75.584,-72.902
76.126,-72.675
76.682,-72.301
77.279,-71.827
77.953,-71.334
78.623,-71.013
79.231,-70.933
79.799,-71.047
80.368,-71.31
80.964,-71.682
81.632,-72.11
82.327,-72.448
82.999,-72.587
83.598,-72.531
84.184,-72.335
84.792,-72.035
85.46,-71.679
86.185,-71.371
86.913,-71.231
87.543,-71.276
88.154,-71.446
88.787,-71.705
89.486,-72.009
90.239,-72.256
90.978,-72.345
91.626,-72.283
92.262,-72.116
92.929,-71.882
93.688,-71.624
94.47,-71.456
95.193,-71.437
95.857,-71.533
96.527,-71.706
97.25,-71.92
98.068,-72.111
98.89,-72.181
99.597,-72.128
100.29,-71.997
101.01,-71.821
101.87,-71.642
102.72,-71.564
103.47,-71.599
104.18,-71.706
104.93,-71.853
105.8,-72.004
106.68,-72.07
107.46,-72.037
108.2,-71.941
108.99,-71.814
109.91,-71.691
110.83,-71.655
111.63,-71.701
112.41,-71.794
113.25,-71.905
114.2,-71.986
115.13,-71.985
115.94,-71.924
116.77,-71.835
117.71,-71.746
118.71,-71.716
119.58,-71.751
120,-71.784
