0,-22.5
0.00090323,-22.5
0.0054194,-22.5
0.028,-22.499
0.1409,-22.468
0.34086,-22.317
0.57982,-21.978
0.84792,-21.409
1.1416,-20.583
1.4605,-19.485
1.8079,-18.114
2.1929,-16.465
2.608,-14.65
3.0284,-12.895
3.4597,-11.297
3.8483,-10.116
4.2167,-9.2744
4.577,-8.7436
4.9345,-8.516
5.2929,-8.5866
5.6555,-8.9483
6.0257,-9.5911
6.4084,-10.503
6.8115,-11.673
7.2519,-13.108
7.7041,-14.639
8.1498,-16.091
8.5708,-17.313
8.9536,-18.228
9.3169,-18.882
9.6705,-19.289
10.02,-19.458
10.369,-19.394
10.721,-19.105
11.08,-18.6
11.452,-17.893
11.843,-16.994
12.266,-15.912
12.729,-14.693
13.194,-13.526
13.662,-12.506
14.083,-11.784
14.481,-11.306
14.872,-11.053
15.26,-11.018
15.65,-11.194
16.048,-11.572
16.458,-12.141
16.888,-12.89
17.356,-13.812
17.853,-14.828
18.345,-15.777
18.81,-16.548
19.232,-17.088
19.633,-17.433
20.026,-17.594
20.416,-17.58
20.809,-17.397
21.209,-17.054
21.625,-16.562
22.064,-15.933
22.547,-15.174
23.061,-14.366
23.578,-13.632
24.061,-13.08
24.507,-12.723
24.936,-12.535
25.361,-12.506
25.788,-12.632
26.222,-12.901
26.672,-13.306
27.147,-13.832
27.674,-14.476
28.22,-15.137
28.764,-15.718
29.252,-16.122
29.704,-16.368
30.142,-16.475
30.577,-16.451
31.015,-16.303
31.464,-16.039
31.932,-15.67
32.436,-15.208
33.008,-14.66
33.577,-14.155
34.132,-13.759
34.629,-13.519
35.103,-13.406
35.57,-13.41
36.039,-13.525
36.519,-13.741
37.021,-14.049
37.563,-14.438
38.168,-14.887
38.769,-15.288
39.329,-15.576
39.837,-15.739
40.325,-15.797
40.808,-15.758
41.296,-15.629
41.8,-15.42
42.332,-15.14
42.924,-14.799
43.554,-14.451
44.19,-14.166
44.749,-14.002
45.273,-13.935
45.787,-13.955
46.305,-14.053
46.839,-14.222
47.403,-14.452
48.03,-14.734
48.695,-15.015
49.363,-15.235
49.94,-15.35
50.482,-15.383
51.018,-15.345
51.561,-15.243
52.125,-15.084
52.731,-14.88
53.433,-14.637
54.131,-14.433
54.775,-14.307
55.36,-14.259
55.928,-14.274
56.5,-14.347
57.09,-14.469
57.72,-14.632
58.443,-14.826
59.177,-14.995
59.858,-15.097
60.471,-15.132
61.065,-15.113
61.664,-15.046
62.285,-14.939
62.955,-14.8
63.731,-14.642
64.504,-14.52
65.192,-14.461
65.828,-14.456
66.455,-14.494
67.097,-14.569
67.777,-14.673
68.549,-14.799
69.36,-14.908
70.117,-14.969
70.792,-14.98
71.449,-14.953
72.118,-14.893
72.825,-14.809
73.625,-14.708
74.478,-14.62
75.273,-14.576
75.982,-14.573
76.675,-14.603
77.386,-14.658
78.148,-14.732
79.053,-14.816
79.951,-14.873
80.733,-14.89
81.463,-14.875
82.197,-14.837
82.971,-14.781
83.847,-14.715
84.791,-14.662
85.651,-14.642
86.426,-14.65
87.196,-14.68
88.002,-14.725
88.912,-14.778
89.904,-14.821
90.808,-14.834
91.62,-14.824
92.431,-14.797
93.29,-14.758
94.291,-14.715
95.336,-14.688
96.241,-14.686
97.088,-14.702
97.957,-14.73
98.916,-14.764
100.01,-14.793
101.04,-14.801
101.94,-14.791
102.84,-14.77
103.82,-14.743
104.98,-14.718
106.11,-14.711
107.06,-14.719
108.01,-14.737
109.04,-14.759
110.26,-14.777
111.4,-14.78
112.39,-14.77
113.4,-14.754
114.53,-14.736
115.81,-14.726
116.92,-14.73
117.95,-14.74
119.06,-14.755
120,-14.764
