0.000000000000000000e+00,5.916666666666666288e+02,-1.000000000000000000e+01
3.550000000000000266e+00,5.916666666666666288e+02,-9.955619646030800851e+00
7.100000000000000533e+00,5.916666666666666288e+02,-9.822872507286886545e+00
1.065000000000000036e+01,5.916666666666666288e+02,-9.602936856769430207e+00
1.420000000000000107e+01,5.916666666666666288e+02,-9.297764858882512584e+00
1.775000000000000000e+01,5.916666666666666288e+02,-8.910065241883678766e+00
2.130000000000000071e+01,5.916666666666666288e+02,-8.443279255020151197e+00
2.485000000000000142e+01,5.916666666666666288e+02,-7.901550123756902799e+00
2.840000000000000213e+01,5.916666666666666288e+02,-7.289686274214115969e+00
3.194999999999999929e+01,5.916666666666666288e+02,-6.613118653236519151e+00
3.550000000000000000e+01,5.916666666666666288e+02,-5.877852522924731815e+00
3.904999999999999716e+01,5.916666666666666288e+02,-5.090414157503714065e+00
4.260000000000000142e+01,5.916666666666666288e+02,-4.257792915650727039e+00
4.614999999999999858e+01,5.916666666666666288e+02,-3.387379202452915017e+00
4.970000000000000284e+01,5.916666666666666288e+02,-2.486898871648547171e+00
5.325000000000000000e+01,5.916666666666666288e+02,-1.564344650402309300e+00
5.680000000000000426e+01,5.916666666666666288e+02,-6.279051952931330449e-01
6.035000000000000142e+01,5.916666666666666288e+02,3.141075907812828083e-01
6.389999999999999858e+01,5.916666666666666288e+02,1.253332335643041473e+00
6.745000000000000284e+01,5.916666666666666288e+02,2.181432413965425532e+00
7.100000000000000000e+01,5.916666666666666288e+02,3.090169943749473624e+00
7.454999999999999716e+01,5.916666666666666288e+02,3.971478906347804649e+00
7.809999999999999432e+01,5.916666666666666288e+02,4.817536741017150348e+00
8.165000000000000568e+01,5.916666666666666288e+02,5.620833778521307167e+00
8.520000000000000284e+01,5.916666666666666288e+02,6.374239897486897455e+00
8.875000000000000000e+01,5.916666666666666288e+02,7.071067811865474617e+00
9.229999999999999716e+01,5.916666666666666288e+02,7.705132427757891200e+00
9.585000000000000853e+01,5.916666666666666288e+02,8.270805742745618971e+00
9.940000000000000568e+01,5.916666666666666288e+02,8.763066800438636506e+00
1.029499999999999886e+02,5.916666666666666288e+02,9.177546256839809402e+00
1.065000000000000000e+02,5.916666666666666288e+02,9.510565162951534646e+00
1.100499999999999972e+02,5.916666666666666288e+02,9.759167619387472570e+00
1.136000000000000085e+02,5.916666666666666288e+02,9.921147013144778981e+00
1.171500000000000057e+02,5.916666666666666288e+02,9.995065603657316444e+00
1.207000000000000028e+02,5.916666666666666288e+02,9.980267284282716034e+00
1.242500000000000142e+02,5.916666666666666288e+02,9.876883405951376815e+00
1.277999999999999972e+02,5.916666666666666288e+02,9.685831611286312537e+00
1.313499999999999943e+02,5.916666666666666288e+02,9.408807689542255659e+00
1.349000000000000057e+02,5.916666666666666288e+02,9.048270524660194880e+00
1.384500000000000171e+02,5.916666666666666288e+02,8.607420270039437327e+00
1.420000000000000000e+02,5.916666666666666288e+02,8.090169943749476289e+00
1.455500000000000114e+02,5.916666666666666288e+02,7.501110696304593262e+00
1.490999999999999943e+02,5.916666666666666288e+02,6.845471059286889925e+00
1.526500000000000057e+02,5.916666666666666288e+02,6.129070536529765079e+00
1.561999999999999886e+02,5.916666666666666288e+02,5.358267949789970785e+00
1.597500000000000000e+02,5.916666666666666288e+02,4.539904997395469266e+00
1.633000000000000114e+02,5.916666666666666288e+02,3.681245526846778304e+00
1.668500000000000227e+02,5.916666666666666288e+02,2.789911060392287201e+00
1.704000000000000057e+02,5.916666666666666288e+02,1.873813145857246232e+00
1.739499999999999886e+02,5.916666666666666288e+02,9.410831331851485793e-01
1.775000000000000000e+02,5.916666666666666288e+02,1.836970198721029589e-15
1.810500000000000114e+02,5.916666666666666288e+02,-9.410831331851449155e-01
