0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.100000000000000533e+00,-9.410831331851431392e-01
0.000000000000000000e+00,1.420000000000000107e+01,-1.873813145857246010e+00
0.000000000000000000e+00,2.130000000000000071e+01,-2.789911060392292974e+00
0.000000000000000000e+00,2.840000000000000213e+01,-3.681245526846779192e+00
0.000000000000000000e+00,3.550000000000000000e+01,-4.539904997395468378e+00
0.000000000000000000e+00,4.260000000000000142e+01,-5.358267949789966345e+00
0.000000000000000000e+00,4.970000000000000284e+01,-6.129070536529765079e+00
0.000000000000000000e+00,5.680000000000000426e+01,-6.845471059286886373e+00
0.000000000000000000e+00,6.389999999999999858e+01,-7.501110696304595926e+00
0.000000000000000000e+00,7.100000000000000000e+01,-8.090169943749474513e+00
0.000000000000000000e+00,7.809999999999999432e+01,-8.607420270039437327e+00
0.000000000000000000e+00,8.520000000000000284e+01,-9.048270524660196656e+00
0.000000000000000000e+00,9.229999999999999716e+01,-9.408807689542253883e+00
0.000000000000000000e+00,9.940000000000000568e+01,-9.685831611286310761e+00
0.000000000000000000e+00,1.065000000000000000e+02,-9.876883405951376815e+00
0.000000000000000000e+00,1.136000000000000085e+02,-9.980267284282716034e+00
0.000000000000000000e+00,1.207000000000000028e+02,-9.995065603657316444e+00
0.000000000000000000e+00,1.277999999999999972e+02,-9.921147013144777205e+00
0.000000000000000000e+00,1.349000000000000057e+02,-9.759167619387474346e+00
0.000000000000000000e+00,1.420000000000000000e+02,-9.510565162951534646e+00
0.000000000000000000e+00,1.490999999999999943e+02,-9.177546256839812955e+00
0.000000000000000000e+00,1.561999999999999886e+02,-8.763066800438634729e+00
0.000000000000000000e+00,1.633000000000000114e+02,-8.270805742745617195e+00
0.000000000000000000e+00,1.704000000000000057e+02,-7.705132427757892088e+00
0.000000000000000000e+00,1.775000000000000000e+02,-7.071067811865475505e+00
0.000000000000000000e+00,1.845999999999999943e+02,-6.374239897486898343e+00
0.000000000000000000e+00,1.917000000000000171e+02,-5.620833778521304502e+00
0.000000000000000000e+00,1.988000000000000114e+02,-4.817536741017152124e+00
0.000000000000000000e+00,2.058999999999999773e+02,-3.971478906347810423e+00
0.000000000000000000e+00,2.130000000000000000e+02,-3.090169943749479398e+00
0.000000000000000000e+00,2.200999999999999943e+02,-2.181432413965427752e+00
0.000000000000000000e+00,2.272000000000000171e+02,-1.253332335643045248e+00
0.000000000000000000e+00,2.343000000000000114e+02,-3.141075907812823642e-01
0.000000000000000000e+00,2.414000000000000057e+02,6.279051952931334890e-01
0.000000000000000000e+00,2.485000000000000284e+02,1.564344650402307302e+00
0.000000000000000000e+00,2.555999999999999943e+02,2.486898871648550280e+00
0.000000000000000000e+00,2.626999999999999886e+02,3.387379202452911020e+00
0.000000000000000000e+00,2.698000000000000114e+02,4.257792915650727039e+00
0.000000000000000000e+00,2.769000000000000341e+02,5.090414157503708736e+00
0.000000000000000000e+00,2.840000000000000000e+02,5.877852522924733591e+00
0.000000000000000000e+00,2.911000000000000227e+02,6.613118653236517375e+00
0.000000000000000000e+00,2.981999999999999886e+02,7.289686274214113304e+00
0.000000000000000000e+00,3.053000000000000114e+02,7.901550123756903687e+00
0.000000000000000000e+00,3.123999999999999773e+02,8.443279255020152974e+00
0.000000000000000000e+00,3.195000000000000000e+02,8.910065241883678766e+00
0.000000000000000000e+00,3.266000000000000227e+02,9.297764858882514361e+00
0.000000000000000000e+00,3.337000000000000455e+02,9.602936856769431984e+00
0.000000000000000000e+00,3.408000000000000114e+02,9.822872507286886545e+00
0.000000000000000000e+00,3.478999999999999773e+02,9.955619646030800851e+00
0.000000000000000000e+00,3.550000000000000000e+02,1.000000000000000000e+01
0.000000000000000000e+00,3.621000000000000227e+02,9.955619646030800851e+00
0.000000000000000000e+00,3.691999999999999886e+02,9.822872507286886545e+00
0.000000000000000000e+00,3.763000000000000114e+02,9.602936856769430207e+00
0.000000000000000000e+00,3.834000000000000341e+02,9.297764858882512584e+00
0.000000000000000000e+00,3.905000000000000568e+02,8.910065241883678766e+00
0.000000000000000000e+00,3.976000000000000227e+02,8.443279255020149421e+00
0.000000000000000000e+00,4.047000000000000455e+02,7.901550123756901023e+00
0.000000000000000000e+00,4.117999999999999545e+02,7.289686274214121298e+00
0.000000000000000000e+00,4.188999999999999773e+02,6.613118653236522704e+00
0.000000000000000000e+00,4.260000000000000000e+02,5.877852522924740697e+00
